#sector,#org,,,#period_date,,,#activity_id,#activity,,,,#country,#adm1,#adm2,,,,,
Protection,International Rescue Committee,MLI-14/P-HR-RL/66283,,June,OBJECTIVE 2,Priority 2: Conflict,751,"Advocacy for the inclusion of themes protection (human rights, child rights , peace education , VBG , ERM etc . ) In the school curriculum",2188,Number of training modules on topics of protection developed,NO,Mali,Kidal,,1,1,719,66283,Yes
Protection,International Rescue Committee,MLI-14/P-HR-RL/66283,,June,OBJECTIVE 2,Priority 2: Conflict,751,"Advocacy for the inclusion of themes protection (human rights, child rights , peace education , VBG , ERM etc . ) In the school curriculum",2188,Number of training modules on topics of protection developed,NO,Mali,Mopti,,1,1,720,66283,Yes
Protection,International Rescue Committee,MLI-14/P-HR-RL/66283,,June,OBJECTIVE 2,Priority 2: Conflict,779,Establish or strengthen referral mechanisms of students in need of protection,2069,Number of communities in which students in need of protection identified and referred to appropriate services,NO,Mali,Gao,,40,10,711,66283,Yes
Protection,International Rescue Committee,MLI-14/P-HR-RL/66283,,June,OBJECTIVE 2,Priority 2: Conflict,779,Establish or strengthen referral mechanisms of students in need of protection,2069,Number of communities in which students in need of protection identified and referred to appropriate services,NO,Mali,Kidal,,,0,712,66283,Yes
Protection,International Rescue Committee,MLI-14/P-HR-RL/66283,,June,OBJECTIVE 2,Priority 2: Conflict,779,Establish or strengthen referral mechanisms of students in need of protection,2069,Number of communities in which students in need of protection identified and referred to appropriate services,NO,Mali,Mopti,,,7,713,66283,Yes
Protection,International Rescue Committee,MLI-14/P-HR-RL/66283,,June,OBJECTIVE 2,Priority 2: Conflict,782,Implement and Support AGR socio -economic reintegration of people affected and at risk,2070,Number of communities supported,NO,Mali,Gao,,40,10,714,66283,Yes
Protection,International Rescue Committee,MLI-14/P-HR-RL/66283,,June,OBJECTIVE 2,Priority 2: Conflict,782,Implement and Support AGR socio -economic reintegration of people affected and at risk,2070,Number of communities supported,NO,Mali,Mopti,,20,17,715,66283,Yes
Protection,International Rescue Committee,MLI-14/P-HR-RL/66283,,June,OBJECTIVE 2,Priority 2: Conflict,804,"Revitalize and / or strengthen mechanisms and systems of community protection ( psychosocial support , community centers, houses of women) and provide training to community members in the management of cases ( for various types of vulnerabilities and abuse",2185,Number of supported and functional mechanisms,NO,Mali,Gao,,3,1,716,66283,Yes
Protection,International Rescue Committee,MLI-14/P-HR-RL/66283,,June,OBJECTIVE 2,Priority 2: Conflict,804,"Revitalize and / or strengthen mechanisms and systems of community protection ( psychosocial support , community centers, houses of women) and provide training to community members in the management of cases ( for various types of vulnerabilities and abuse",2185,Number of supported and functional mechanisms,NO,Mali,Mopti,,3,1,717,66283,Yes
Protection,International Rescue Committee,MLI-14/P-HR-RL/66283,,June,OBJECTIVE 3,Priority 2: Conflict,758,Awareness / IEC at community and institutional levels for the prevention of violations and the availability of support services,2086,Number of communities with persons sensitized,NO,Mali,Gao,,22,2,724,66283,Yes
Protection,International Rescue Committee,MLI-14/P-HR-RL/66283,,June,OBJECTIVE 3,Priority 2: Conflict,758,Awareness / IEC at community and institutional levels for the prevention of violations and the availability of support services,2086,Number of communities with persons sensitized,NO,Mali,Mopti,,10,17,725,66283,Yes
Protection,International Rescue Committee,MLI-14/P-HR-RL/66283,,June,OBJECTIVE 3,Priority 2: Conflict,778,Establish or revitalize community support mechanisms and structures to protect vulnerable populations,2061,Number of child-friendly spaces supported,NO,Mali,Gao,,5,1,721,66283,Yes
Protection,International Rescue Committee,MLI-14/P-HR-RL/66283,,June,OBJECTIVE 3,Priority 2: Conflict,778,Establish or revitalize community support mechanisms and structures to protect vulnerable populations,2061,Number of child-friendly spaces supported,NO,Mali,Kidal,,1,1,722,66283,Yes
Protection,International Rescue Committee,MLI-14/P-HR-RL/66283,,June,OBJECTIVE 3,Priority 2: Conflict,778,Establish or revitalize community support mechanisms and structures to protect vulnerable populations,2061,Number of child-friendly spaces supported,NO,Mali,Mopti,,2,1,723,66283,Yes
Protection,International Rescue Committee,MLI-14/P-HR-RL/66283,,June,OBJECTIVE 3,Priority 2: Conflict,780,Extend the coverage of psychosocial programs and access for vulnerable persons in the service of psychosocial support,2143,Number of people (boys) who received psychosocial support,NO,Mali,Gao,,896,196,726,66283,Yes
Protection,International Rescue Committee,MLI-14/P-HR-RL/66283,,June,OBJECTIVE 3,Priority 2: Conflict,780,Extend the coverage of psychosocial programs and access for vulnerable persons in the service of psychosocial support,2143,Number of people (boys) who received psychosocial support,NO,Mali,Mopti,,896,1246,727,66283,Yes
Protection,International Rescue Committee,MLI-14/P-HR-RL/66283,,June,OBJECTIVE 3,Priority 2: Conflict,780,Extend the coverage of psychosocial programs and access for vulnerable persons in the service of psychosocial support,2144,Number of people (girls) who received psychosocial support,NO,Mali,Gao,,1400,151,728,66283,Yes
Protection,International Rescue Committee,MLI-14/P-HR-RL/66283,,June,OBJECTIVE 3,Priority 2: Conflict,780,Extend the coverage of psychosocial programs and access for vulnerable persons in the service of psychosocial support,2144,Number of people (girls) who received psychosocial support,NO,Mali,Mopti,,1400,1127,729,66283,Yes
Protection,International Rescue Committee,MLI-14/P-HR-RL/66283,,June,OBJECTIVE 3,Priority 2: Conflict,800,Organizing dialogue sessions inter / intra and peaceful coexistence,2167,Number of sessions,NO,Mali,Gao,,22,2,730,66283,Yes
Protection,International Rescue Committee,MLI-14/P-HR-RL/66283,,June,OBJECTIVE 3,Priority 2: Conflict,800,Organizing dialogue sessions inter / intra and peaceful coexistence,2167,Number of sessions,NO,Mali,Mopti,,10,7,731,66283,Yes
Protection,United Nations High Commissioner for Refugees,MLI-14/P-HR-RL/66389,,June,OBJECTIVE 3,Priority 2: Conflict,759,Coordination of the response,2142,Number of national coordination mechanisms and existing regional,NO,Mali,Bamako,,1,1,342,66389,Yes
Protection,United Nations High Commissioner for Refugees,MLI-14/P-HR-RL/66389,,June,OBJECTIVE 3,Priority 2: Conflict,759,Coordination of the response,2142,Number of national coordination mechanisms and existing regional,NO,Mali,Gao,,1,1,343,66389,Yes
Protection,United Nations High Commissioner for Refugees,MLI-14/P-HR-RL/66389,,June,OBJECTIVE 3,Priority 2: Conflict,759,Coordination of the response,2142,Number of national coordination mechanisms and existing regional,NO,Mali,Mopti,,1,1,344,66389,Yes
Protection,United Nations High Commissioner for Refugees,MLI-14/P-HR-RL/66389,,June,OBJECTIVE 3,Priority 2: Conflict,759,Coordination of the response,2142,Number of national coordination mechanisms and existing regional,NO,Mali,Segou,,1,1,695,66389,Yes
Protection,United Nations High Commissioner for Refugees,MLI-14/P-HR-RL/66389,,June,OBJECTIVE 3,Priority 2: Conflict,759,Coordination of the response,2142,Number of national coordination mechanisms and existing regional,NO,Mali,Tombouctou,,1,1,345,66389,Yes
Protection,United Nations High Commissioner for Refugees,MLI-14/P-HR-RL/66389,,June,OBJECTIVE 3,Priority 2: Conflict,762,Ensure registration of conflict-affected Disseminate information on the registration process (for displaced persons and refugees ) people,2517,Number of registered returnees,NO,Mali,Gao,,,2118,259,66389,Yes
Protection,United Nations High Commissioner for Refugees,MLI-14/P-HR-RL/66389,,June,OBJECTIVE 3,Priority 2: Conflict,762,Ensure registration of conflict-affected Disseminate information on the registration process (for displaced persons and refugees ) people,2517,Number of registered returnees,NO,Mali,Kidal,,,59,694,66389,Yes
Protection,United Nations High Commissioner for Refugees,MLI-14/P-HR-RL/66389,,June,OBJECTIVE 3,Priority 2: Conflict,762,Ensure registration of conflict-affected Disseminate information on the registration process (for displaced persons and refugees ) people,2517,Number of registered returnees,NO,Mali,Mopti,,,58,260,66389,Yes
Protection,United Nations High Commissioner for Refugees,MLI-14/P-HR-RL/66389,,June,OBJECTIVE 3,Priority 2: Conflict,762,Ensure registration of conflict-affected Disseminate information on the registration process (for displaced persons and refugees ) people,2517,Number of registered returnees,NO,Mali,Tombouctou,,,708,262,66389,Yes
Protection,United Nations High Commissioner for Refugees,MLI-14/P-HR-RL/66389,,July,OBJECTIVE 3,Priority 2: Conflict,1109,Monitoring internal and transborder movement of people (disaggregated by sex and age) including return movements of IDPs in Partnering with Government,2591,Number of IDPs and returnee monitoring (monitoring of protection),NO,Mali,Gao,,,375,861,66389,Yes
Protection,United Nations High Commissioner for Refugees,MLI-14/P-HR-RL/66389,,July,OBJECTIVE 3,Priority 2: Conflict,1109,Monitoring internal and transborder movement of people (disaggregated by sex and age) including return movements of IDPs in Partnering with Government,2591,Number of IDPs and returnee monitoring (monitoring of protection),NO,Mali,Kidal,,,130,862,66389,Yes
Protection,United Nations High Commissioner for Refugees,MLI-14/P-HR-RL/66389,,July,OBJECTIVE 3,Priority 2: Conflict,1109,Monitoring internal and transborder movement of people (disaggregated by sex and age) including return movements of IDPs in Partnering with Government,2591,Number of IDPs and returnee monitoring (monitoring of protection),NO,Mali,Segou,,,645,863,66389,Yes
Protection,United Nations High Commissioner for Refugees,MLI-14/P-HR-RL/66389,,July,OBJECTIVE 3,Priority 2: Conflict,1109,Monitoring internal and transborder movement of people (disaggregated by sex and age) including return movements of IDPs in Partnering with Government,2591,Number of IDPs and returnee monitoring (monitoring of protection),NO,Mali,Tombouctou,,,1935,864,66389,Yes
Water Sanitation & Hygiene,OXFAM,MLI-14/WS/65876,,May,OBJECTIVE 2,Priority 4: Food insecurity,1107,Reinvigorate / put in place the structures for managements of water points / network,2586,Number of management committees created / revitalized,NO,Mali,Gao,,48,16,241,65876,Yes
Water Sanitation & Hygiene,OXFAM,MLI-14/WS/65876,,May,OBJECTIVE 3,Priority 1: Natural disasters,1039,Drinking water supply for the populations affected site,2582,"Number of people access to a permanent source of drinking water (corresponding to 1440 equivalent water points / standpipes / boreholes / wells, rehabilitated or realized.",NO,Mali,Gao,,19200,6400,242,65876,Yes
Water Sanitation & Hygiene,OXFAM,MLI-14/WS/65876,,May,OBJECTIVE 3,Priority 3: Epidemics,1048,Post prevention of transmission of cholera during épidémilogique at the location of households,2584,Number of people impacted by messages of promotions hygiene and prevention of cholera,NO,Mali,Gao,,52900,4498,243,65876,Yes
Water Sanitation & Hygiene,Handicap International,MLI-14/WS/65882,,May,OBJECTIVE 1,Priority 2: Conflict,1052,Support a joint assessment for WASH / Protection of water and sanitation coverage in different regions under the leadership of technical services,2491,Number of areas (regions) covered by the evaluation,NO,Mali,Tombouctou,,,1,686,65882,Yes
Water Sanitation & Hygiene,Handicap International,MLI-14/WS/65882,,May,OBJECTIVE 2,Priority 3: Epidemics,1050,Capacity building of resource persons for cholera prevention at the community level,2505,Number of trained community volunteers,NO,Mali,Tombouctou,,100,20,687,65882,Yes
Water Sanitation & Hygiene,Handicap International,MLI-14/WS/65882,,May,OBJECTIVE 2,Priority 4: Food insecurity,1107,Reinvigorate / put in place the structures for managements of water points / network,2586,Number of management committees created / revitalized,NO,Mali,Tombouctou,,,10,688,65882,Yes
Water Sanitation & Hygiene,Handicap International,MLI-14/WS/65882,,May,OBJECTIVE 3,Priority 1: Natural disasters,1036,Distribution of hygiene kits and produced water treatment,2496,Number of hygiene kits distributed,NO,Mali,Tombouctou,,,6810,689,65882,Yes
Water Sanitation & Hygiene,Handicap International,MLI-14/WS/65882,,May,OBJECTIVE 3,Priority 1: Natural disasters,1039,Drinking water supply for the populations affected site,2582,"Number of people access to a permanent source of drinking water (corresponding to 1440 equivalent water points / standpipes / boreholes / wells, rehabilitated or realized.",NO,Mali,Tombouctou,,,9500,690,65882,Yes
Water Sanitation & Hygiene,Handicap International,MLI-14/WS/65882,,May,OBJECTIVE 3,Priority 2: Conflict,1103,Construction of family latrines for households receiving large rehabilitation or construction of shelter,2580,number of affected people using improved latrines ( disaggregated by sex and by age group ),NO,Mali,Tombouctou,,,191,691,65882,Yes
Water Sanitation & Hygiene,Handicap International,MLI-14/WS/65882,,May,OBJECTIVE 3,Priority 2: Conflict,1105,Drinking water supply to the affected populations in communities,2583,"Number of people with temporary access to drinking water (chlorination or distribution) due to natural disasters (flooding), cholera epidemics, displacement of population",NO,Mali,Tombouctou,,,53026,692,65882,Yes
Water Sanitation & Hygiene,Handicap International,MLI-14/WS/65882,,May,OBJECTIVE 3,Priority 3: Epidemics,1048,Post prevention of transmission of cholera during épidémilogique at the location of households,2584,Number of people impacted by messages of promotions hygiene and prevention of cholera,NO,Mali,Tombouctou,,,15300,693,65882,Yes
Water Sanitation & Hygiene,International Rescue Committee,MLI-14/WS/65910,,June,OBJECTIVE 1,Priority 2: Conflict,1052,Support a joint assessment for WASH / Protection of water and sanitation coverage in different regions under the leadership of technical services,2491,Number of areas (regions) covered by the evaluation,NO,Mali,Kidal,,,1,615,65910,Yes
Water Sanitation & Hygiene,International Rescue Committee,MLI-14/WS/65910,,June,OBJECTIVE 1,Priority 2: Conflict,1052,Support a joint assessment for WASH / Protection of water and sanitation coverage in different regions under the leadership of technical services,2491,Number of areas (regions) covered by the evaluation,NO,Mali,Koulikoro,,,2,616,65910,Yes
Water Sanitation & Hygiene,International Rescue Committee,MLI-14/WS/65910,,June,OBJECTIVE 3,Priority 2: Conflict,1105,Drinking water supply to the affected populations in communities,2583,"Number of people with temporary access to drinking water (chlorination or distribution) due to natural disasters (flooding), cholera epidemics, displacement of population",NO,Mali,Gao,,,1600,617,65910,Yes
Water Sanitation & Hygiene,International Rescue Committee,MLI-14/WS/65910,,June,OBJECTIVE 3,Priority 2: Conflict,1105,Drinking water supply to the affected populations in communities,2583,"Number of people with temporary access to drinking water (chlorination or distribution) due to natural disasters (flooding), cholera epidemics, displacement of population",NO,Mali,Mopti,,,27600,618,65910,Yes
Water Sanitation & Hygiene,International Rescue Committee,MLI-14/WS/65910,,June,OBJECTIVE 3,Priority 3: Epidemics,1106,Implementation of the minimum package WASH in places where cholera cases (isolation and sanitary barriers ) are supported,2585,Number of centers having benefited from WASH minimum package (150 CHCs and 65 URENI),NO,Mali,Gao,,,3,621,65910,Yes
Water Sanitation & Hygiene,International Rescue Committee,MLI-14/WS/65910,,June,OBJECTIVE 3,Priority 3: Epidemics,1048,Post prevention of transmission of cholera during épidémilogique at the location of households,2584,Number of people impacted by messages of promotions hygiene and prevention of cholera,NO,Mali,Gao,,,1313,619,65910,Yes
Water Sanitation & Hygiene,International Rescue Committee,MLI-14/WS/65910,,June,OBJECTIVE 3,Priority 3: Epidemics,1048,Post prevention of transmission of cholera during épidémilogique at the location of households,2584,Number of people impacted by messages of promotions hygiene and prevention of cholera,NO,Mali,Mopti,,,4669,620,65910,Yes
Water Sanitation & Hygiene,Agronomes et Vétérinaires Sans Frontières,MLI-14/WS/66059,,May,OBJECTIVE 2,Priority 4: Food insecurity,1107,Reinvigorate / put in place the structures for managements of water points / network,2586,Number of management committees created / revitalized,NO,Mali,Gao,,,9,347,66059,Yes
Water Sanitation & Hygiene,Agronomes et Vétérinaires Sans Frontières,MLI-14/WS/66059,,May,OBJECTIVE 2,Priority 4: Food insecurity,1107,Reinvigorate / put in place the structures for managements of water points / network,2586,Number of management committees created / revitalized,NO,Mali,Mopti,,,11,348,66059,Yes
Water Sanitation & Hygiene,Agronomes et Vétérinaires Sans Frontières,MLI-14/WS/66059,,May,OBJECTIVE 2,Priority 4: Food insecurity,1107,Reinvigorate / put in place the structures for managements of water points / network,2586,Number of management committees created / revitalized,NO,Mali,Tombouctou,,,10,349,66059,Yes
Water Sanitation & Hygiene,Agronomes et Vétérinaires Sans Frontières,MLI-14/WS/66059,,May,OBJECTIVE 3,Priority 1: Natural disasters,1039,Drinking water supply for the populations affected site,2582,"Number of people access to a permanent source of drinking water (corresponding to 1440 equivalent water points / standpipes / boreholes / wells, rehabilitated or realized.",NO,Mali,Gao,,,3600,350,66059,Yes
Water Sanitation & Hygiene,Agronomes et Vétérinaires Sans Frontières,MLI-14/WS/66059,,May,OBJECTIVE 3,Priority 1: Natural disasters,1039,Drinking water supply for the populations affected site,2582,"Number of people access to a permanent source of drinking water (corresponding to 1440 equivalent water points / standpipes / boreholes / wells, rehabilitated or realized.",NO,Mali,Tombouctou,,,4000,351,66059,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 1,Priority 2: Conflict,845,Capitalisation / lessons learned with local and / or national,2230,Number of areas covered by a capitalization/lessons learned exercice organized with local and / or national authorities,NO,Mali,Mopti,,,1,326,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 1,Priority 2: Conflict,1052,Support a joint assessment for WASH / Protection of water and sanitation coverage in different regions under the leadership of technical services,2491,Number of areas (regions) covered by the evaluation,NO,Mali,Mopti,,,0,327,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 2,Priority 3: Epidemics,1050,Capacity building of resource persons for cholera prevention at the community level,2505,Number of trained community volunteers,NO,Mali,Mopti,,,0,329,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 2,Priority 3: Epidemics,1104,Deliver the minimum package WASH in schools or town at extreme risk of cholera,2581,Number of schools with the minimum package WASH,NO,Mali,Mopti,,,0,328,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 2,Priority 4: Food insecurity,1107,Reinvigorate / put in place the structures for managements of water points / network,2586,Number of management committees created / revitalized,NO,Mali,Mopti,,,0,330,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 3,Priority 1: Natural disasters,1036,Distribution of hygiene kits and produced water treatment,2496,Number of hygiene kits distributed,NO,Mali,Mopti,,,578,331,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 3,Priority 1: Natural disasters,1039,Drinking water supply for the populations affected site,2582,"Number of people access to a permanent source of drinking water (corresponding to 1440 equivalent water points / standpipes / boreholes / wells, rehabilitated or realized.",NO,Mali,Mopti,,,0,332,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 3,Priority 2: Conflict,1103,Construction of family latrines for households receiving large rehabilitation or construction of shelter,2580,number of affected people using improved latrines ( disaggregated by sex and by age group ),NO,Mali,Mopti,,,0,333,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 3,Priority 2: Conflict,1105,Drinking water supply to the affected populations in communities,2583,"Number of people with temporary access to drinking water (chlorination or distribution) due to natural disasters (flooding), cholera epidemics, displacement of population",NO,Mali,Mopti,,,4046,334,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 3,Priority 3: Epidemics,1106,Implementation of the minimum package WASH in places where cholera cases (isolation and sanitary barriers ) are supported,2585,Number of centers having benefited from WASH minimum package (150 CHCs and 65 URENI),NO,Mali,Mopti,,,0,336,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 3,Priority 3: Epidemics,1048,Post prevention of transmission of cholera during épidémilogique at the location of households,2584,Number of people impacted by messages of promotions hygiene and prevention of cholera,NO,Mali,Mopti,,,143,335,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 3,Priority 5: Malnutrition,1040,Implementation of WASH package in ( nutrition centers / communities) to mothers and malnourished children : Distribution of WASH and Nutrition kits,2493,Number of children admitted to using MAS treatment provided to parents or carers with key messages and hygiene promotion kits to behavior change on health,NO,Mali,Mopti,,1209,509,337,66142,Yes
Water Sanitation & Hygiene,United Nations Children's Fund,MLI-14/WS/66227,,May,OBJECTIVE 3,Priority 1: Natural disasters,1039,Drinking water supply for the populations affected site,2582,"Number of people access to a permanent source of drinking water (corresponding to 1440 equivalent water points / standpipes / boreholes / wells, rehabilitated or realized.",NO,Mali,Gao,,,9600,340,66227,Yes
Water Sanitation & Hygiene,United Nations Children's Fund,MLI-14/WS/66227,,May,OBJECTIVE 3,Priority 1: Natural disasters,1039,Drinking water supply for the populations affected site,2582,"Number of people access to a permanent source of drinking water (corresponding to 1440 equivalent water points / standpipes / boreholes / wells, rehabilitated or realized.",NO,Mali,Tombouctou,,,11200,341,66227,Yes
